chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
ai-service,"The 'ai-service' chart is a ""convenience"" chart from Unique AG that can generically be used to deploy simple AI workloads to Kubernetes.  Note that this chart assumes that you have a valid contract with Unique AG and thus access to the required Docker images. ","Topic 5: Policies, Kyverno, Modules","unique, helm_charts, 'ai-service', uncategorized, the",0,1.1.2,TRUE,unique,https://unique-ag.github.io/helm-charts/,Unknown,0,0,0,0,"The 'ai-service' chart is a ""convenience"" chart from Unique AG that can generically be used to deploy simple AI workloads to Kubernetes.  Note that this chart assumes that you have a valid contract with Unique AG and thus access to the required Docker images.  unique, helm_charts, 'ai-service', uncategorized, the",0.04953579938,0.04913473801,0.04888954299,0.3358207005,0.5166192191
ais-operator,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","aistore, uncategorized",0,1.7.0,TRUE,aistore,https://nvidia.github.io/ais-k8s/charts/,Unknown,0,0,0,0,"A Helm chart for Kubernetes aistore, uncategorized",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
ai-stack,"AI Services chart from InfraCloud, includes services like LLM API, Embeddings, Reranker API and VectorDB. ","Topic 4: Helm, Chart, Kubernetes","services, infracloud-charts, ai, uncategorized",0,0.4.1,TRUE,infracloud-charts,https://infracloudio.github.io/charts/,Unknown,0,0,0,0,"AI Services chart from InfraCloud, includes services like LLM API, Embeddings, Reranker API and VectorDB.  services, infracloud-charts, ai, uncategorized",0.06087716693,0.06129614767,0.06011249363,0.7567452399,0.0609689519
ai-structuring,A Helm chart for Kubernetes,"Topic 2: Ingress, Controller, GitHub","intel.github.io, intel, helm_charts, uncategorized",0,0.8.2,TRUE,intel,https://intel.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes intel.github.io, intel, helm_charts, uncategorized",0.06598552736,0.7339709386,0.06633047464,0.06843532877,0.06527773065
aitrain,A Helm chart for deployment and management of Kubernetes in clusters,"Topic 4: Helm, Chart, Kubernetes","aitrain_helm3, aitrain-helm3, uncategorized",0,0.2.0,TRUE,aitrain-helm3,https://kaixiangc.github.io/aitrain-helm3/,Unknown,0,0,0,0,"A Helm chart for deployment and management of Kubernetes in clusters aitrain_helm3, aitrain-helm3, uncategorized",0.06223525469,0.06049659058,0.05916859622,0.7588563599,0.05924319856
aiven-operator,This is a KCL package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, this, modules",0,0.2.1,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"This is a KCL package kcl_lang, uncategorized, kcl-module, this, modules",0.06209762063,0.06212581596,0.06208005159,0.06239601139,0.7513005004
Akamas,Manage the execution of an Akamas study and receive the suggested configuration. This integration leverages Keptn's webhook-service.,"Topic 1: Operator, Cluster, Management","keptn_sandbox, artifacthub, uncategorized, execution, manage, the, keptn-integrations",0,1.1.0,TRUE,keptn-integrations,https://github.com/keptn-sandbox/artifacthub,Apache-2.0,0,0,0,0,"Manage the execution of an Akamas study and receive the suggested configuration. This integration leverages Keptn's webhook-service. keptn_sandbox, artifacthub, uncategorized, execution, manage, the, keptn-integrations",0.7938981476,0.05284427677,0.05203060973,0.05049538352,0.05073158236
akaunting,akaunting helm package,"Topic 5: Policies, Kyverno, Modules","package, akaunting, nas-helm-charts, uncategorized, nas_helm_charts",0,1.0.3,TRUE,nas-helm-charts,https://ivanwongtf.github.io/nas-helm-charts/,Unknown,0,0,0,0,"akaunting helm package package, akaunting, nas-helm-charts, uncategorized, nas_helm_charts",0.07750457057,0.0772362695,0.07740761222,0.3383411208,0.4295104269
akeyless-csi-provider,A Helm chart for Kubernetes that deploys akeyless-csi-provider,"Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,1.0.2,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes that deploys akeyless-csi-provider akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.05565145624,0.05543865451,0.224503956,0.6087018346,0.05570409864
akeyless-gateway,A Helm chart for Kubernetes that deploys akeyless-gateway,"Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,1.1.0,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes that deploys akeyless-gateway akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.05705368395,0.0571256837,0.05665993736,0.7725693352,0.05659135979
akeyless-secrets-injection,A Helm chart that deploys a mutating admission webhook that configures applications to request env vars from Akeyless Vault Secrets,"Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,1.12.1,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart that deploys a mutating admission webhook that configures applications to request env vars from Akeyless Vault Secrets akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.3578324383,0.04466245624,0.04868635367,0.4089338702,0.1398848815
akeyless-sra,"A Helm chart for Kubernetes akeyless-zero-trust-bastion, akeyless-ssh-bastion and akeyless-zero-trust-portal deployments","Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,1.6.0,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes akeyless-zero-trust-bastion, akeyless-ssh-bastion and akeyless-zero-trust-portal deployments akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.06279796485,0.06302829953,0.06243329813,0.7492692053,0.06247123223
akeyless-ssh-proxy,A Helm chart for Kubernetes that deploys akeyless-ssh-proxy,"Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,1.2.35,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes that deploys akeyless-ssh-proxy akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.05434338982,0.169228605,0.05393438365,0.6686331017,0.05386051988
akeyless-zero-trust-bastion,A Helm chart for Kubernetes that deploys akeyless-zero-trust-bastion,"Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,1.4.4,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes that deploys akeyless-zero-trust-bastion akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.05675288504,0.05696675352,0.05650972549,0.7733295783,0.05644105763
akeyless-zero-trust-web-access,A Helm chart for Kubernetes that deploys akeyless-zero-trust-web-access,"Topic 4: Helm, Chart, Kubernetes","akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0,2.6.2,TRUE,akeyless-services-helm,https://akeylesslabs.github.io/helm-charts,MPL-2.0-no-copyleft-exception,0,0,0,0,"A Helm chart for Kubernetes that deploys akeyless-zero-trust-web-access akeyless-services-helm, akeylesslabs.github.io, helm_charts, uncategorized",0.05199204024,0.05315563706,0.05190166485,0.7906182389,0.05233241897
aks-helloworld,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","phppgadmin-helm, phppgadmin_helm, uncategorized",0,0.1.1,TRUE,phppgadmin-helm,https://nghiattr.github.io/phppgadmin-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes phppgadmin-helm, phppgadmin_helm, uncategorized",0.07017217125,0.07003794126,0.07012596693,0.7201398618,0.06952405871
alertmanager,Alertmanager,"Topic 3: Prometheus, Exporter, Visualization","alertmanager, helm_charts, haukitech, uncategorized",0,0.1.1,TRUE,haukitech,https://haukitech.github.io/helm-charts/,Unknown,0,0,0,0,"Alertmanager alertmanager, helm_charts, haukitech, uncategorized",0.08841779922,0.0888177948,0.6449804879,0.08956688529,0.08821703278
alertmanager2es,Chart for the alertmanager2es,Visualization,"the, ygqygq2, visualization, for",0,2.0.0,TRUE,ygqygq2,https://ygqygq2.github.io/charts/,Unknown,0,0,0,0,"Chart for the alertmanager2es the, ygqygq2, visualization, for",0.07872907593,0.07866564737,0.08276946933,0.6815254979,0.07831030944
alertmanager-discord,Webhook for Prometheus Alertmanager to listen for notifications and pushes them to Discord channel,Visualization,"prometheus, geek-cookbook, webhook, visualization, for",0,1.3.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"Webhook for Prometheus Alertmanager to listen for notifications and pushes them to Discord channel prometheus, geek-cookbook, webhook, visualization, for",0.06119232089,0.0621438516,0.5857016086,0.22984938,0.06111283895
alertmanager-webhook-adaptor,A Helm chart for AlertManager Webhook Adaptor Daemon.,"Topic 3: Prometheus, Exporter, Visualization","kubeblocks, apecloud.github.io, helm_charts, uncategorized",0,0.1.4,TRUE,kubeblocks,https://apecloud.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for AlertManager Webhook Adaptor Daemon. kubeblocks, apecloud.github.io, helm_charts, uncategorized",0.1911562092,0.3311703202,0.3742667784,0.05203383147,0.0513728607
alertrec,No description available,"Topic 2: Ingress, Controller, GitHub","mikejoh, helm_charts, uncategorized",0,0.1.0,TRUE,mikejoh,https://mikejoh.github.io/helm-charts/,Unknown,0,0,0,0,"No description available mikejoh, helm_charts, uncategorized",0.07160774515,0.7128298637,0.07178095463,0.0723798762,0.07140156034
alibaba-rsocket-broker,A Helm chart for Alibaba RSocket Broker,"Topic 4: Helm, Chart, Kubernetes","alibaba-rsocket-broker, uncategorized",0,0.1.3,TRUE,alibaba-rsocket-broker,https://alibaba-rsocket-broker.github.io/helm/charts/,Unknown,0,0,0,0,"A Helm chart for Alibaba RSocket Broker alibaba-rsocket-broker, uncategorized",0.08508916281,0.08461591006,0.08466395345,0.6611907373,0.0844402364
allowed-annotations,"Rather than creating a deny list of annotations, it may be more useful to invert that list and create an allow list which then denies any others. This policy demonstrates how to allow two annotations with a specific key name of fluxcd.io/ while denying others that do not meet the pattern.","Topic 5: Policies, Kyverno, Modules","kyverno, creating, uncategorized, than, policies, kyverno-policies, rather",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Rather than creating a deny list of annotations, it may be more useful to invert that list and create an allow list which then denies any others. This policy demonstrates how to allow two annotations with a specific key name of fluxcd.io/ while denying others that do not meet the pattern. kyverno, creating, uncategorized, than, policies, kyverno-policies, rather",0.04571177281,0.04576602512,0.04564303481,0.04582092908,0.8170582382
allowed-annotations-cel,"Rather than creating a deny list of annotations, it may be more useful to invert that list and create an allow list which then denies any others. This policy demonstrates how to allow two annotations with a specific key name of fluxcd.io/ while denying others that do not meet the pattern.","Topic 5: Policies, Kyverno, Modules","kyverno, creating, uncategorized, than, policies, kyverno-policies, rather",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Rather than creating a deny list of annotations, it may be more useful to invert that list and create an allow list which then denies any others. This policy demonstrates how to allow two annotations with a specific key name of fluxcd.io/ while denying others that do not meet the pattern. kyverno, creating, uncategorized, than, policies, kyverno-policies, rather",0.04571177281,0.04576602512,0.04564303481,0.04582092908,0.8170582382
allowed-base-images,"Building images which specify a base as their origin is a good start to improving supply chain security, but over time organizations may want to build an allow list of specific base images which are allowed to be used when constructing containers. This policy ensures that a container's base, found in an OCI annotation, is in a cluster-wide allow list.","Topic 5: Policies, Kyverno, Modules","images, kyverno, building, cluster, uncategorized, policies, kyverno-policies, which",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Building images which specify a base as their origin is a good start to improving supply chain security, but over time organizations may want to build an allow list of specific base images which are allowed to be used when constructing containers. This policy ensures that a container's base, found in an OCI annotation, is in a cluster-wide allow list. images, kyverno, building, cluster, uncategorized, policies, kyverno-policies, which",0.0356546377,0.0359698019,0.03546952088,0.1417384878,0.7511675517
